Code	Type	Pr	Num	Suf	Firm	Rasp	R1	R2	Rez	Mar	St	PS	Prim	DateMake	code_status	Izm	Reason
953	tsn		681	 	"ХК ""Питеравто"""	инт	Колпино, КСМ	Войскорово	ежедневно	проезд к КСМ - Финляндская улица /г. Колпино/ - дорога на ДСК-5 - Колпинское шоссе /г. Колпино/ - проспект Ленина /г. Колпино/  - бульвар Победы /г. Колпино/ - бульвар Свободы /г. Колпино/ - улица Урицкого /г. Колпино/ - улица Труда /г. Колпино/ - Банковский переулок /г. Колпино/ - Тверской мост /г. Колпино/ - Тверская улица /г. Колпино/ - Тельмана - Ям-Ижора - Войскорово	33	ПАЗ-3204-02	заезд на вокзал (в обе стороны) - по требованию	27.06.2016	2	-	-
957	tsn	 	682	 	"ХК ""Питеравто"""	инт	станция метро Рыбацкое	Никольское, Советский проспект	ежедневно	Тепловозная улица - Прибрежная улица - Караваевская улица - переулок Слепушкина - Шлиссельбургский проспект - Советский проспект /Усть-Славянка/ - Петрозаводское шоссе /Усть-Славянка/ - Петрозаводское шоссе /пос. Металлострой/ - Петрозаводское шоссе /пос. Усть-Ижора/ - Петрозаводское шоссе /пос. Понтонный/ - Заводская улица /пос. Понтонный/ - Южная улица /пос. Понтонный/ - Петрозаводское шоссе /пос. Сапёрный/ - Ивановское - Никольское	55	ПАЗ-3203, ПАЗ-3204-12	"обслуживает тосненский филиал ООО ""Транс-Балт""<BR>СПб - 29 км - 34р.<BR>СПб - Ивановская - 50р.<BR>по Никольскому - 20р.<BR>Никольское - Сапёрный - 33р.<BR>Никольское - Понтонный - 38р.<BR>Никольское - Усть-Ижора - 50р.<BR><BR>также работают Ford Tourneo и Volkswagen Caravella ""Такси Салют"""	27.06.2016	2	-	-
959	tsn	К-	684	 	"ХК ""Питеравто"""	расп	Колпино, вокзал	Тосно, вокзал	ежедневно	улица Труда /г. Колпино/ - Банковский переулок /г. Колпино/ - Тверской мост /г. Колпино/ - Тверская улица /г. Колпино/ - Тельмана - Ям-Ижора - Ульяновка - Тосно	50	ПАЗ-3203, ПАЗ-3204-12	"обслуживает тосненский филиал ООО ""Транс-Балт""<BR>Колпино - Ям-Ижора - 25р.<BR>Колпино - АЗС ""Aris"" - 35р.<BR>Колпино - Ульяновка - 40р.<BR><BR>Ям-Ижора - Ульяновка - 30р.<BR>Ям-Ижора - Тосно - 40р.<BR><BR>АЗС ""Aris"" - Ульяновка - 25р.<BR>АЗС ""Aris"" - Тосно - 35р.<BR><BR>Ульяновка - поворот на Новолисино - 25р.<BR>Ульяновка - Тосно - 30р.<BR><BR>поворот на Новолисино - Тосно - 25р.<BR>по Тосно - 22р."	27.06.2016	2	-	-
967	tsn	К-	688	 	"ХК ""Питеравто"""	инт	станция метро Купчино	Никольское	ежедневно	Витебский проспект - Московское шоссе /пос. Шушары/ - Ям-Ижора - Красный Бор - Никольское	60	ПАЗ-3204-02	<BR>СПб - Московская Славянка - 40р.<BR>Ленсоветовский - Никольское - 50р.<BR>Красный Бор - Никольское - 35р.<BR>садоводства - Никольское - 25р.<BR>Никольское - Мишкино - 20р.<BR>при следовании из СПб делает заезд по требованию на Октябрьскую ул. (г. Никольское)	27.06.2016	2	-	-
1021	tsn		550		"ХК ""Питеравто"""	расп	Колпино, вокзал	Фёдоровское	ежедневно	улица Труда /г. Колпино/ - Банковский переулок /г. Колпино/ - Тверской мост /г. Колпино/ - Тверская улица /г. Колпино/ - Тельмана - Ям-Ижора - Пионер - Фёдоровское	42	ПАЗ-3204-02	"обслуживает тосненский филиал ООО ""Транс-Балт""<BR>Колпино - Тельмана - 34р.<BR>Колпино - Пионер - 40р.<BR>Тельмана - Фёдоровское - 40р.<BR>Ям-Ижора - Фёдоровское - 35р.<BR>по Фёдоровскому - 25р."	27.06.2016	2	-	-
1048	tsn	К-	688	п	"ХК ""Питеравто"""	расп	станция метро Купчино	станция Поповка	ежедневно	Витебский проспект - Московское шоссе /пос. Шушары/ - Ям-Ижора - Красный Бор		-	<BR>СПб - Шушары - 30р.<BR>СПб - Московская Славянка - 38р.	27.06.2016	2	-	-
3600	tsn		1		"ООО ""Транс-Балт"""	расп	Тосно, вокзал	"Совхоз ""Ушаки"""	-	Вокзальная ул. - Советская ул. - пр.Ленина - с\х Ушаки		ПАЗ-3203		27.06.2016	2	-	-
3601	tsn		2		"ООО ""Транс-Балт"""	расп	Тосно, вокзал	"Садоводство ""Чёрная Грива"""	-	Вокзальная ул. - Советская ул. - пр.Ленина - шоссе Барыбина - Октябрьская ул. - Сады		-		27.06.2016	2	-	-
3602	tsn		5		"ООО ""Транс-Балт"""	расп	ст. Рябово	Пельгорское	-	ст.Рябово - Пельгорское		-		27.06.2016	2	-	-
3606	tsn		6		"ООО ""Транс-Балт"""	расп	ст. Любань	Сельцо	-	ст.Любань - Сельцо		-		27.06.2016	2	-	-
3607	tsn	К-	6		"ООО ""Транс-Балт"""	расп	ст. Любань	Сельцо	-	ст.Любань - Сельцо		-		27.06.2016	2	-	-
3608	tsn	К-	7		"ООО ""Транс-Балт"""	инт	ст. Любань	"Совхоз ""Любань"""	-	ст.Любань - с\х Любань		-		27.06.2016	2	-	-
3609	tsn		311		"ООО ""Транс-Балт"""	расп	Тосно	Радофинниково	-	Тосно - Строение - Малиновка - Кастенская - Каменка - Ёглино - Дубовик - Радофинниково		-		27.06.2016	2	-	-
3610	tsn		313		"ООО ""Транс-Балт"""	расп	Тосно	ст. Лустовка	-	Тосно - Строение - Малиновка - Лисино-Корпус		ПАЗ-3203		27.06.2016	2	-	-
3611	tsn		313	а	"ООО ""Транс-Балт"""	расп	Тосно	"Садоводство ""Рубеж"""	-	Тосно - Строение - сад-во Рубеж		-		27.06.2016	2	-	-
3612	tsn		314		"ООО ""Транс-Балт"""	расп	Тосно	Георгиевское	-	Тосно - Ушаки - Георгиевское		-		27.06.2016	2	-	-
3613	tsn		315		"ООО ""Транс-Балт"""	расп	Тосно	Еглизи	-	Тосно - Новолисино - Еглизи		ПАЗ-3203		27.06.2016	2	-	-
3614	tsn		315	а	"ООО ""Транс-Балт"""	расп	Тосно	Новолисино	-	Тосно - Новолисино		-		27.06.2016	2	-	-
3615	tsn		316		"ООО ""Транс-Балт"""	расп	Тосно	ст. Саблино	-	Тосно - (заезд: Стекольный) - Ульяновка		ПАЗ-3203		27.06.2016	2	-	-
3616	tsn		318	а	"ООО ""Транс-Балт"""	расп	Тосно	Фёдоровское	-	Тосно - Стекольный - Форносово - Аннолово - Фёдоровское - Б.Глинки -  М.Глинки - Павловск - Пушкин		-		27.06.2016	2	-	-
3617	tsn		319		"ООО ""Транс-Балт"""	расп	Тосно	ст. Ивановская	-	Тосно - Гладкое - Пустынька - Никольское - Отрадное		ПАЗ-3203		27.06.2016	2	-	-
3618	tsn		320		"ООО ""Транс-Балт"""	расп	Тосно	Любань	-	Тосно - Ушаки - Рябово - Соколов Ручей - Болотница - Любань		ПАЗ-3203		27.06.2016	2	-	-
3619	tsn		321		"ООО ""Транс-Балт"""	расп	Любань	Бабино	-	Любань - Майзит - Померанье - Трубников Бор - Бабино		-		27.06.2016	2	-	-
3620	tsn		321	а	"ООО ""Транс-Балт"""	расп	Любань	Большая Горка	-	Любань - Майзит - Померанье - Большая Горка		-		27.06.2016	2	-	-
3621	tsn		322		"ООО ""Транс-Балт"""	расп	Любань	Ручьи	-	Любань - М.Переходное - Б.Переходное - Коркино - Апраксин Бор - Ручьи		-		27.06.2016	2	-	-
3622	tsn		322	а	"ООО ""Транс-Балт"""	расп	Любань	Коркино	-	Любань - М.Переходное - Б.Переходное - Коркино		-		27.06.2016	2	-	-
3623	tsn		326		"ООО ""Транс-Балт"""	расп	Тосно	Рублёво	-	Тосно - Усадище - Сидорово - Тарасово - Андрианово - Рублёво		Volkswagen Crafter (БТД), ПАЗ-3203		27.06.2016	2	-	-
3624	tsn		327		"ООО ""Транс-Балт"""	расп	Любань	Костуя	-	Любань - Бородулино - Липки - Попрудка - Пельгора - Вериговщина - Васькины Нивы - Ивановское - Костуя		-		27.06.2016	2	-	-
